intent,question,answer,label,clean_question,tokens
Pengambilan Error Delete Paket/Tindakan,Apa efek klik tombol Delete di tabel layanan?,"Item paket/tindakan akan dihapus dari List Pengambilan, subtotal & total tagihan diperbarui otomatis.",Pengambilan Layanan Perawatan,apa efek klik tombol delete di tabel layanan,"['efek', 'klik', 'tombol', 'delete', 'tabel', 'layanan']"
Pengambilan Error Semua Field Kosong,Apa yang terjadi jika klik Simpan tapi semua field kosong?,"Sistem menampilkan notifikasi error, semua field wajib diisi minimal Customer & Unit Perawatan.",Pengambilan Layanan Perawatan,apa yang terjadi jika klik simpan tapi semua field kosong,"['klik', 'simpan', 'field', 'kosong']"
Kontrol Filter Tanggal,Bagaimana cara menampilkan rencana kontrol pada tanggal tertentu?,"Gunakan kolom Tgl. Rencana untuk memilih tanggal yang diinginkan, lalu klik Refresh untuk menampilkan data.",Surat Kontrol Non-BPJS,bagaimana cara menampilkan rencana kontrol pada tanggal tertentu,"['menampilkan', 'rencana', 'kontrol', 'tanggal']"
Kontrol Pencarian Pasien,Bagaimana mencari pasien berdasarkan nama atau No. RM?,"Masukkan Nama, No. RM, atau No. Surat pada kolom pencarian, lalu tekan Enter atau klik Refresh.",Surat Kontrol Non-BPJS,bagaimana mencari pasien berdasarkan nama atau no  rm,"['mencari', 'pasien', 'berdasarkan', 'nama', 'no', 'rm']"
Kontrol Filter Poli,Bagaimana memfilter surat kontrol berdasarkan poli asal?,"Pilih poli yang diinginkan di dropdown Poli Asal, lalu klik Refresh untuk menampilkan data sesuai filter.",Surat Kontrol Non-BPJS,bagaimana memfilter surat kontrol berdasarkan poli asal,"['memfilter', 'surat', 'kontrol', 'berdasarkan', 'poli']"
Kontrol Refresh Data,"Data surat kontrol tidak muncul, bagaimana solusinya?","Klik tombol Refresh untuk memuat ulang data. Jika masih kosong, pastikan filter tanggal, nama, atau poli tidak membatasi hasil.",Surat Kontrol Non-BPJS,data surat kontrol tidak muncul  bagaimana solusinya,"['data', 'surat', 'kontrol', 'muncul', 'solusinya']"
Kontrol Detail Rencana,Bagaimana melihat detail surat kontrol?,"Pilih salah satu surat kontrol, lalu klik tombol Detail Rencana Kontrol untuk menampilkan informasi lengkap.",Surat Kontrol Non-BPJS,bagaimana melihat detail surat kontrol,"['detail', 'surat', 'kontrol']"
Kontrol Hapus Rencana,Bagaimana cara menghapus surat kontrol yang salah?,"Pilih surat kontrol yang ingin dihapus, kemudian klik Hapus Rencana Kontrol. Sistem akan meminta konfirmasi sebelum data dihapus.",Surat Kontrol Non-BPJS,bagaimana cara menghapus surat kontrol yang salah,"['menghapus', 'surat', 'kontrol', 'salah']"
Kontrol Cetak,Bagaimana mencetak surat kontrol?,"Pilih surat kontrol yang ingin dicetak, lalu klik tombol Cetak. Pastikan printer siap dan koneksi stabil.",Surat Kontrol Non-BPJS,bagaimana mencetak surat kontrol,"['mencetak', 'surat', 'kontrol']"
Kontrol Export Excel,Bagaimana mengekspor data surat kontrol ke Excel?,"Klik tombol Export Excel, sistem akan mengunduh file berformat XLSX berisi semua data yang tampil di tabel.",Surat Kontrol Non-BPJS,bagaimana mengekspor data surat kontrol ke excel,"['mengekspor', 'data', 'surat', 'kontrol', 'excel']"
Kontrol Data Tidak Lengkap,Mengapa beberapa kolom pasien kosong atau hanya menampilkan dummy data?,Pastikan data pasien sudah terdaftar di sistem. Dummy data muncul jika data asli belum diinput atau sedang uji coba sistem.,Surat Kontrol Non-BPJS,mengapa beberapa kolom pasien kosong atau hanya menampilkan dummy data,"['kolom', 'pasien', 'kosong', 'menampilkan', 'dummy', 'data']"
Kontrol Error Hapus Gagal,Apa yang harus dilakukan jika hapus rencana kontrol gagal?,"Periksa koneksi jaringan dan pastikan Anda memiliki hak akses hapus. Jika masih gagal, hubungi admin IT.",Surat Kontrol Non-BPJS,apa yang harus dilakukan jika hapus rencana kontrol gagal,"['hapus', 'rencana', 'kontrol', 'gagal']"
Kontrol Error Cetak Gagal,Mengapa cetak surat kontrol tidak berhasil?,"Pastikan printer terhubung, driver terinstal, dan browser tidak memblokir pop-up/cetak.",Surat Kontrol Non-BPJS,mengapa cetak surat kontrol tidak berhasil,"['cetak', 'surat', 'kontrol', 'berhasil']"
Kontrol Error Export Gagal,Bagaimana jika tombol Export Excel tidak bekerja?,"Refresh halaman terlebih dahulu. Pastikan browser mendukung download file XLSX. Jika masih gagal, hubungi IT.",Surat Kontrol Non-BPJS,bagaimana jika tombol export excel tidak bekerja,"['tombol', 'export', 'excel']"
Kontrol Validasi DPJP,Bagaimana memastikan DPJP tujuan sesuai?,Sistem menampilkan DPJP tujuan berdasarkan poli tujuan. Periksa sebelum cetak atau export data.,Surat Kontrol Non-BPJS,bagaimana memastikan dpjp tujuan sesuai,"['dpjp', 'tujuan', 'sesuai']"
Kontrol Filter Tanggal BPJS,Bagaimana menampilkan pasien BPJS untuk tanggal tertentu?,Gunakan kolom Tgl. Rencana lalu klik Refresh.,Surat Kontrol BPJS,bagaimana menampilkan pasien bpjs untuk tanggal tertentu,"['menampilkan', 'pasien', 'bpjs', 'tanggal']"
Kontrol Pencarian Pasien BPJS,"Bagaimana mencari pasien berdasarkan No. RM, nama, atau SEP?","Masukkan data di kolom pencarian, tekan Enter atau klik Refresh.",Surat Kontrol BPJS,bagaimana mencari pasien berdasarkan no  rm  nama  atau sep,"['mencari', 'pasien', 'berdasarkan', 'no', 'rm', 'nama', 'sep']"
Kontrol Filter Poli BPJS,Bagaimana memfilter kontrol BPJS berdasarkan poli asal?,"Pilih poli di dropdown Poli Asal, klik Refresh.",Surat Kontrol BPJS,bagaimana memfilter kontrol bpjs berdasarkan poli asal,"['memfilter', 'kontrol', 'bpjs', 'berdasarkan', 'poli']"
Kontrol Refresh Data BPJS,"Data pasien tidak muncul, bagaimana solusinya?","Klik tombol Refresh, pastikan filter dan tanggal sesuai.",Surat Kontrol BPJS,data pasien tidak muncul  bagaimana solusinya,"['data', 'pasien', 'muncul', 'solusinya']"
Kontrol Detail BPJS,Bagaimana melihat detail surat kontrol BPJS?,"Pilih surat kontrol, klik Detail Rencana Kontrol.",Surat Kontrol BPJS,bagaimana melihat detail surat kontrol bpjs,"['detail', 'surat', 'kontrol', 'bpjs']"
Kontrol Hapus BPJS,Bagaimana menghapus surat kontrol BPJS?,"Pilih surat kontrol, klik Hapus Rencana Kontrol, pastikan SEP valid.",Surat Kontrol BPJS,bagaimana menghapus surat kontrol bpjs,"['menghapus', 'surat', 'kontrol', 'bpjs']"
Kontrol Cetak BPJS,Bagaimana mencetak surat kontrol BPJS?,"Klik Cetak, pastikan printer siap dan koneksi internet stabil.",Surat Kontrol BPJS,bagaimana mencetak surat kontrol bpjs,"['mencetak', 'surat', 'kontrol', 'bpjs']"
Kontrol Export BPJS,Bagaimana mengekspor data ke Excel?,"Klik Export Excel, file XLSX akan terunduh.",Surat Kontrol BPJS,bagaimana mengekspor data ke excel,"['mengekspor', 'data', 'excel']"
Kontrol SEP Tidak Valid,Mengapa SEP tidak muncul atau invalid?,"Pastikan SEP pasien sudah terbit dan valid di BPJS, lakukan sinkronisasi ulang jika perlu.",Surat Kontrol BPJS,mengapa sep tidak muncul atau invalid,"['sep', 'muncul', 'invalid']"
Kontrol Error Cetak BPJS,"Cetak surat kontrol gagal, solusinya?","Periksa koneksi printer, driver terinstal, browser tidak memblokir pop-up.",Surat Kontrol BPJS,cetak surat kontrol gagal  solusinya,"['cetak', 'surat', 'kontrol', 'gagal', 'solusinya']"
Kontrol Error Hapus Gagal BPJS,"Hapus surat kontrol gagal, apa yang dilakukan?","Pastikan hak akses Anda cukup, SEP valid, dan jaringan stabil. Hubungi admin jika tetap gagal.",Surat Kontrol BPJS,hapus surat kontrol gagal  apa yang dilakukan,"['hapus', 'surat', 'kontrol', 'gagal']"
Jadwal Dokter Cari Kontrol,Bagaimana mencari surat kontrol pasien?,"Gunakan kolom Nama / No. RM / No. Surat untuk pencarian pasien, lalu klik Refresh jika data tidak muncul.",Jadwal Dokter,bagaimana mencari surat kontrol pasien,"['mencari', 'surat', 'kontrol', 'pasien']"
Jadwal Dokter Filter Poli,Bagaimana memfilter surat kontrol berdasarkan poli?,Gunakan dropdown Poli Asal untuk memilih poli tertentu.,Jadwal Dokter,bagaimana memfilter surat kontrol berdasarkan poli,"['memfilter', 'surat', 'kontrol', 'berdasarkan', 'poli']"
Jadwal Dokter Filter Tanggal,Bagaimana melihat surat kontrol untuk tanggal tertentu?,Gunakan kolom Tgl. Rencana untuk memilih tanggal rencana kontrol.,Jadwal Dokter,bagaimana melihat surat kontrol untuk tanggal tertentu,"['surat', 'kontrol', 'tanggal']"
Jadwal Dokter Detail Kontrol,Bagaimana melihat detail surat kontrol pasien?,"Pilih surat kontrol dari tabel, klik Detail Rencana Kontrol.",Jadwal Dokter,bagaimana melihat detail surat kontrol pasien,"['detail', 'surat', 'kontrol', 'pasien']"
Jadwal Dokter Hapus Kontrol,Bagaimana menghapus surat kontrol?,"Pilih surat kontrol yang ingin dihapus, klik Hapus Rencana Kontrol, konfirmasi aksi.",Jadwal Dokter,bagaimana menghapus surat kontrol,"['menghapus', 'surat', 'kontrol']"
Jadwal Dokter Cetak Kontrol,Bagaimana mencetak surat kontrol pasien?,"Pilih surat kontrol, klik Cetak. Pastikan printer siap.",Jadwal Dokter,bagaimana mencetak surat kontrol pasien,"['mencetak', 'surat', 'kontrol', 'pasien']"
Jadwal Dokter Export,Bagaimana mengekspor data surat kontrol ke Excel?,"Klik tombol Export Excel, sistem akan mengunduh file berisi data surat kontrol.",Jadwal Dokter,bagaimana mengekspor data surat kontrol ke excel,"['mengekspor', 'data', 'surat', 'kontrol', 'excel']"
Jadwal Dokter Refresh,"Data surat kontrol tidak muncul, apa yang harus dilakukan?",Klik tombol Refresh untuk memuat ulang data terbaru.,Jadwal Dokter,data surat kontrol tidak muncul  apa yang harus dilakukan,"['data', 'surat', 'kontrol', 'muncul']"
Jadwal Dokter Pindah Poli / DPJP,Bagaimana mengatur perpindahan pasien ke poli tujuan atau DPJP baru?,"Pilih surat kontrol, update Poli Tujuan atau DPJP Tujuan, klik simpan.",Jadwal Dokter,bagaimana mengatur perpindahan pasien ke poli tujuan atau dpjp baru,"['mengatur', 'perpindahan', 'pasien', 'poli', 'tujuan', 'dpjp']"
Jadwal Dokter Rawat Jalan,Bagaimana melihat jadwal dokter rawat jalan?,"Masuk menu Jadwal Dokter, pilih unit/rawat jalan, pilih tanggal, sistem menampilkan jadwal dokter beserta kuota pasien.",Jadwal Dokter,bagaimana melihat jadwal dokter rawat jalan,"['jadwal', 'dokter', 'rawat', 'jalan']"
Jadwal Dokter Rawat Jalan Kuota,Bagaimana mengetahui kuota pasien per dokter?,"Kuota pasien (BPJS / Non-BPJS, online / onsite) ditampilkan pada tabel jadwal dokter.",Jadwal Dokter,bagaimana mengetahui kuota pasien per dokter,"['kuota', 'pasien', 'dokter']"
Jadwal Dokter Rawat Jalan Filter,Bagaimana memfilter jadwal dokter rawat jalan berdasarkan unit atau dokter?,Gunakan filter Unit atau Nama Dokter untuk menampilkan jadwal yang diinginkan.,Jadwal Dokter,bagaimana memfilter jadwal dokter rawat jalan berdasarkan unit atau dokter,"['memfilter', 'jadwal', 'dokter', 'rawat', 'jalan', 'berdasarkan', 'unit', 'dokter']"
Jadwal Dokter Rawat Inap,Bagaimana melihat jadwal dokter DPJP rawat inap?,"Masuk menu Jadwal Dokter Rawat Inap, pilih tanggal dan ruang/kamar, sistem menampilkan DPJP dan kuota pasien.",Jadwal Dokter,bagaimana melihat jadwal dokter dpjp rawat inap,"['jadwal', 'dokter', 'dpjp', 'rawat', 'inap']"
Jadwal Dokter MCU,Bagaimana melihat jadwal dokter MCU?,"Masuk menu Jadwal MCU, pilih tanggal rencana pemeriksaan, sistem menampilkan dokter dan paket pemeriksaan yang tersedia.",Jadwal Dokter,bagaimana melihat jadwal dokter mcu,"['jadwal', 'dokter', 'mcu']"
Jadwal Dokter Laboratorium,Bagaimana melihat jadwal dokter untuk laboratorium?,"Masuk menu Jadwal Laboratorium, pilih tanggal dan unit pemeriksaan, sistem menampilkan dokter/unit yang menangani.",Jadwal Dokter,bagaimana melihat jadwal dokter untuk laboratorium,"['jadwal', 'dokter', 'laboratorium']"
Jadwal Dokter Radiologi,Bagaimana melihat jadwal dokter untuk radiologi?,"Masuk menu Jadwal Radiologi, pilih tanggal dan jenis pemeriksaan, sistem menampilkan dokter yang menangani serta integrasi PACS/RIS.",Jadwal Dokter,bagaimana melihat jadwal dokter untuk radiologi,"['jadwal', 'dokter', 'radiologi']"
Jadwal Dokter Tambah Jadwal,Bagaimana menambahkan jadwal dokter baru?,"Klik tombol Tambah Jadwal, pilih dokter, unit, tanggal, jam mulaiselesai, dan kuota pasien, kemudian simpan.",Jadwal Dokter,bagaimana menambahkan jadwal dokter baru,"['jadwal', 'dokter']"
Jadwal Dokter Edit Jadwal,Bagaimana mengubah jadwal dokter yang sudah ada?,"Pilih jadwal dokter dari tabel, klik Edit, ubah data yang diperlukan (jam, unit, kuota), klik simpan.",Jadwal Dokter,bagaimana mengubah jadwal dokter yang sudah ada,"['mengubah', 'jadwal', 'dokter']"
Jadwal Dokter Hapus Jadwal,Bagaimana menghapus jadwal dokter?,"Pilih jadwal dokter, klik Hapus, konfirmasi aksi, jadwal akan dihapus dari sistem.",Jadwal Dokter,bagaimana menghapus jadwal dokter,"['menghapus', 'jadwal', 'dokter']"
Jadwal Dokter Error Data,"Data jadwal dokter tidak muncul, apa yang harus dilakukan?","Klik tombol Refresh, pastikan filter tanggal dan unit benar, jika masih tidak muncul, hubungi admin.",Jadwal Dokter,data jadwal dokter tidak muncul  apa yang harus dilakukan,"['data', 'jadwal', 'dokter', 'muncul']"
Jadwal Dokter Filter Status,Bagaimana melihat dokter berdasarkan status praktik (aktif/tidak aktif)?,"Gunakan dropdown Status Dokter, pilih Aktif atau Tidak Aktif, sistem menampilkan jadwal sesuai status.",Jadwal Dokter,bagaimana melihat dokter berdasarkan status praktik  aktif tidak aktif,"['dokter', 'berdasarkan', 'status', 'praktik', 'aktif', 'aktif']"
Jadwal Dokter Kode Warna,Apa arti kode warna jadwal dokter?,"Kode warna biasanya menandakan kuota pasien atau status jadwal (misal hijau = tersedia, abu-abu = penuh).",Jadwal Dokter,apa arti kode warna jadwal dokter,"['arti', 'kode', 'warna', 'jadwal', 'dokter']"
Tambah Cuti Dokter,Bagaimana menambahkan cuti dokter baru?,"Klik tombol Tambah, pilih dokter, tentukan tanggal cuti dan keterangan alasan, lalu klik Simpan.",Cuti Dokter,bagaimana menambahkan cuti dokter baru,"['cuti', 'dokter']"
Edit Cuti Dokter,Bagaimana mengubah data cuti dokter yang sudah ada?,"Pilih data cuti dokter dari tabel, klik Edit, ubah tanggal atau keterangan, klik Simpan.",Cuti Dokter,bagaimana mengubah data cuti dokter yang sudah ada,"['mengubah', 'data', 'cuti', 'dokter']"
Hapus Cuti Dokter,Bagaimana menghapus data cuti dokter?,"Pilih data cuti dokter dari tabel, klik Hapus, konfirmasi, data cuti akan dihapus.",Cuti Dokter,bagaimana menghapus data cuti dokter,"['menghapus', 'data', 'cuti', 'dokter']"
Filter Tanggal Cuti Dokter,Bagaimana memfilter cuti dokter berdasarkan tanggal?,"Gunakan fitur Filter Tanggal, pilih tanggal mulai dan selesai, sistem menampilkan data cuti dokter sesuai rentang tanggal.",Cuti Dokter,bagaimana memfilter cuti dokter berdasarkan tanggal,"['memfilter', 'cuti', 'dokter', 'berdasarkan', 'tanggal']"
Refresh Cuti Dokter,Bagaimana memperbarui daftar cuti dokter?,Klik tombol Refresh untuk memuat ulang data terbaru.,Cuti Dokter,bagaimana memperbarui daftar cuti dokter,"['memperbarui', 'daftar', 'cuti', 'dokter']"
Info Cuti Dokter,Apa fungsi modul cuti dokter?,"Modul ini digunakan untuk mencatat, mengelola, dan memantau cuti dokter agar admin/petugas mengetahui dokter yang tidak tersedia dan dapat mengatur jadwal layanan.",Cuti Dokter,apa fungsi modul cuti dokter,"['fungsi', 'modul', 'cuti', 'dokter']"
Pagination Cuti Dokter,Bagaimana melihat halaman lain data cuti dokter?,Gunakan tombol Pagination di bagian bawah tabel untuk berpindah halaman.,Cuti Dokter,bagaimana melihat halaman lain data cuti dokter,"['halaman', 'data', 'cuti', 'dokter']"
Keterangan Cuti Dokter,Apa saja keterangan alasan cuti dokter yang bisa dicatat?,"Contoh: Acara keluarga, Cuti Lebaran, Pelatihan di Jakarta, Pelatihan Laktasi, Kamis Putih (Paskah).",Cuti Dokter,apa saja keterangan alasan cuti dokter yang bisa dicatat,"['keterangan', 'alasan', 'cuti', 'dokter', 'dicatat']"
Error Cuti Dokter,"Data cuti dokter tidak muncul, apa yang harus dilakukan?","Klik Refresh, pastikan filter tanggal benar. Jika masih bermasalah, hubungi admin.",Cuti Dokter,data cuti dokter tidak muncul  apa yang harus dilakukan,"['data', 'cuti', 'dokter', 'muncul']"
Tambah Hari Libur Nasional,Bagaimana menambahkan hari libur nasional baru?,"Klik tombol Tambah, isi tanggal, nama hari libur, keterangan tambahan jika ada, lalu klik Simpan.",Hari Libur Nasional,bagaimana menambahkan hari libur nasional baru,"['libur', 'nasional']"
Edit Hari Libur Nasional,Bagaimana mengubah data hari libur nasional yang sudah ada?,"Pilih data hari libur dari tabel, klik Edit, ubah tanggal atau nama hari libur, klik Simpan.",Hari Libur Nasional,bagaimana mengubah data hari libur nasional yang sudah ada,"['mengubah', 'data', 'libur', 'nasional']"
Hapus Hari Libur Nasional,Bagaimana menghapus data hari libur nasional?,"Pilih data hari libur dari tabel, klik Hapus, konfirmasi, data akan dihapus.",Hari Libur Nasional,bagaimana menghapus data hari libur nasional,"['menghapus', 'data', 'libur', 'nasional']"
Filter Hari Libur Nasional,Bagaimana memfilter hari libur berdasarkan tanggal?,"Gunakan fitur Filter Tanggal, pilih tanggal mulai dan selesai, sistem menampilkan hari libur sesuai rentang tanggal.",Hari Libur Nasional,bagaimana memfilter hari libur berdasarkan tanggal,"['memfilter', 'libur', 'berdasarkan', 'tanggal']"
