intent,question,answer,label
Kontrol Error Cetak Gagal,Mengapa cetak surat kontrol tidak berhasil?,"Pastikan printer terhubung, driver terinstal, dan browser tidak memblokir pop-up/cetak.",Surat Kontrol Non-BPJS
Kontrol Error Export Gagal,Bagaimana jika tombol Export Excel tidak bekerja?,"Refresh halaman terlebih dahulu. Pastikan browser mendukung download file XLSX. Jika masih gagal, hubungi IT.",Surat Kontrol Non-BPJS
Kontrol Validasi DPJP,Bagaimana memastikan DPJP tujuan sesuai?,Sistem menampilkan DPJP tujuan berdasarkan poli tujuan. Periksa sebelum cetak atau export data.,Surat Kontrol Non-BPJS
Kontrol Filter Tanggal BPJS,Bagaimana menampilkan pasien BPJS untuk tanggal tertentu?,Gunakan kolom Tgl. Rencana lalu klik Refresh.,Surat Kontrol BPJS
Kontrol Pencarian Pasien BPJS,"Bagaimana mencari pasien berdasarkan No. RM, nama, atau SEP?","Masukkan data di kolom pencarian, tekan Enter atau klik Refresh.",Surat Kontrol BPJS
Kontrol Filter Poli BPJS,Bagaimana memfilter kontrol BPJS berdasarkan poli asal?,"Pilih poli di dropdown Poli Asal, klik Refresh.",Surat Kontrol BPJS
Kontrol Refresh Data BPJS,"Data pasien tidak muncul, bagaimana solusinya?","Klik tombol Refresh, pastikan filter dan tanggal sesuai.",Surat Kontrol BPJS
Kontrol Detail BPJS,Bagaimana melihat detail surat kontrol BPJS?,"Pilih surat kontrol, klik Detail Rencana Kontrol.",Surat Kontrol BPJS
Kontrol Hapus BPJS,Bagaimana menghapus surat kontrol BPJS?,"Pilih surat kontrol, klik Hapus Rencana Kontrol, pastikan SEP valid.",Surat Kontrol BPJS
Kontrol Cetak BPJS,Bagaimana mencetak surat kontrol BPJS?,"Klik Cetak, pastikan printer siap dan koneksi internet stabil.",Surat Kontrol BPJS
Kontrol Export BPJS,Bagaimana mengekspor data ke Excel?,"Klik Export Excel, file XLSX akan terunduh.",Surat Kontrol BPJS
Kontrol SEP Tidak Valid,Mengapa SEP tidak muncul atau invalid?,"Pastikan SEP pasien sudah terbit dan valid di BPJS, lakukan sinkronisasi ulang jika perlu.",Surat Kontrol BPJS
Kontrol Error Cetak BPJS,"Cetak surat kontrol gagal, solusinya?","Periksa koneksi printer, driver terinstal, browser tidak memblokir pop-up.",Surat Kontrol BPJS
Kontrol Error Hapus Gagal BPJS,"Hapus surat kontrol gagal, apa yang dilakukan?","Pastikan hak akses Anda cukup, SEP valid, dan jaringan stabil. Hubungi admin jika tetap gagal.",Surat Kontrol BPJS
Jadwal Dokter Cari Kontrol,Bagaimana mencari surat kontrol pasien?,"Gunakan kolom Nama / No. RM / No. Surat untuk pencarian pasien, lalu klik Refresh jika data tidak muncul.",Jadwal Dokter
Jadwal Dokter Filter Poli,Bagaimana memfilter surat kontrol berdasarkan poli?,Gunakan dropdown Poli Asal untuk memilih poli tertentu.,Jadwal Dokter
Jadwal Dokter Filter Tanggal,Bagaimana melihat surat kontrol untuk tanggal tertentu?,Gunakan kolom Tgl. Rencana untuk memilih tanggal rencana kontrol.,Jadwal Dokter
Jadwal Dokter Detail Kontrol,Bagaimana melihat detail surat kontrol pasien?,"Pilih surat kontrol dari tabel, klik Detail Rencana Kontrol.",Jadwal Dokter
Jadwal Dokter Hapus Kontrol,Bagaimana menghapus surat kontrol?,"Pilih surat kontrol yang ingin dihapus, klik Hapus Rencana Kontrol, konfirmasi aksi.",Jadwal Dokter
Jadwal Dokter Cetak Kontrol,Bagaimana mencetak surat kontrol pasien?,"Pilih surat kontrol, klik Cetak. Pastikan printer siap.",Jadwal Dokter
Jadwal Dokter Export,Bagaimana mengekspor data surat kontrol ke Excel?,"Klik tombol Export Excel, sistem akan mengunduh file berisi data surat kontrol.",Jadwal Dokter
Jadwal Dokter Refresh,"Data surat kontrol tidak muncul, apa yang harus dilakukan?",Klik tombol Refresh untuk memuat ulang data terbaru.,Jadwal Dokter
Jadwal Dokter Pindah Poli / DPJP,Bagaimana mengatur perpindahan pasien ke poli tujuan atau DPJP baru?,"Pilih surat kontrol, update Poli Tujuan atau DPJP Tujuan, klik simpan.",Jadwal Dokter
Jadwal Dokter Rawat Jalan,Bagaimana melihat jadwal dokter rawat jalan?,"Masuk menu Jadwal Dokter, pilih unit/rawat jalan, pilih tanggal, sistem menampilkan jadwal dokter beserta kuota pasien.",Jadwal Dokter
Jadwal Dokter Rawat Jalan Kuota,Bagaimana mengetahui kuota pasien per dokter?,"Kuota pasien (BPJS / Non-BPJS, online / onsite) ditampilkan pada tabel jadwal dokter.",Jadwal Dokter
Jadwal Dokter Rawat Jalan Filter,Bagaimana memfilter jadwal dokter rawat jalan berdasarkan unit atau dokter?,Gunakan filter Unit atau Nama Dokter untuk menampilkan jadwal yang diinginkan.,Jadwal Dokter
Jadwal Dokter Rawat Inap,Bagaimana melihat jadwal dokter DPJP rawat inap?,"Masuk menu Jadwal Dokter Rawat Inap, pilih tanggal dan ruang/kamar, sistem menampilkan DPJP dan kuota pasien.",Jadwal Dokter
Jadwal Dokter MCU,Bagaimana melihat jadwal dokter MCU?,"Masuk menu Jadwal MCU, pilih tanggal rencana pemeriksaan, sistem menampilkan dokter dan paket pemeriksaan yang tersedia.",Jadwal Dokter
Jadwal Dokter Laboratorium,Bagaimana melihat jadwal dokter untuk laboratorium?,"Masuk menu Jadwal Laboratorium, pilih tanggal dan unit pemeriksaan, sistem menampilkan dokter/unit yang menangani.",Jadwal Dokter
Jadwal Dokter Radiologi,Bagaimana melihat jadwal dokter untuk radiologi?,"Masuk menu Jadwal Radiologi, pilih tanggal dan jenis pemeriksaan, sistem menampilkan dokter yang menangani serta integrasi PACS/RIS.",Jadwal Dokter
Jadwal Dokter Tambah Jadwal,Bagaimana menambahkan jadwal dokter baru?,"Klik tombol Tambah Jadwal, pilih dokter, unit, tanggal, jam mulai–selesai, dan kuota pasien, kemudian simpan.",Jadwal Dokter
Jadwal Dokter Edit Jadwal,Bagaimana mengubah jadwal dokter yang sudah ada?,"Pilih jadwal dokter dari tabel, klik Edit, ubah data yang diperlukan (jam, unit, kuota), klik simpan.",Jadwal Dokter
Jadwal Dokter Hapus Jadwal,Bagaimana menghapus jadwal dokter?,"Pilih jadwal dokter, klik Hapus, konfirmasi aksi, jadwal akan dihapus dari sistem.",Jadwal Dokter
Jadwal Dokter Error Data,"Data jadwal dokter tidak muncul, apa yang harus dilakukan?","Klik tombol Refresh, pastikan filter tanggal dan unit benar, jika masih tidak muncul, hubungi admin.",Jadwal Dokter
Jadwal Dokter Filter Status,Bagaimana melihat dokter berdasarkan status praktik (aktif/tidak aktif)?,"Gunakan dropdown Status Dokter, pilih Aktif atau Tidak Aktif, sistem menampilkan jadwal sesuai status.",Jadwal Dokter
Jadwal Dokter Kode Warna,Apa arti kode warna jadwal dokter?,"Kode warna biasanya menandakan kuota pasien atau status jadwal (misal hijau = tersedia, abu-abu = penuh).",Jadwal Dokter
Tambah Cuti Dokter,Bagaimana menambahkan cuti dokter baru?,"Klik tombol Tambah, pilih dokter, tentukan tanggal cuti dan keterangan alasan, lalu klik Simpan.",Cuti Dokter
Edit Cuti Dokter,Bagaimana mengubah data cuti dokter yang sudah ada?,"Pilih data cuti dokter dari tabel, klik Edit, ubah tanggal atau keterangan, klik Simpan.",Cuti Dokter
Hapus Cuti Dokter,Bagaimana menghapus data cuti dokter?,"Pilih data cuti dokter dari tabel, klik Hapus, konfirmasi, data cuti akan dihapus.",Cuti Dokter
Filter Tanggal Cuti Dokter,Bagaimana memfilter cuti dokter berdasarkan tanggal?,"Gunakan fitur Filter Tanggal, pilih tanggal mulai dan selesai, sistem menampilkan data cuti dokter sesuai rentang tanggal.",Cuti Dokter
Refresh Cuti Dokter,Bagaimana memperbarui daftar cuti dokter?,Klik tombol Refresh untuk memuat ulang data terbaru.,Cuti Dokter
Info Cuti Dokter,Apa fungsi modul cuti dokter?,"Modul ini digunakan untuk mencatat, mengelola, dan memantau cuti dokter agar admin/petugas mengetahui dokter yang tidak tersedia dan dapat mengatur jadwal layanan.",Cuti Dokter
Pagination Cuti Dokter,Bagaimana melihat halaman lain data cuti dokter?,Gunakan tombol Pagination di bagian bawah tabel untuk berpindah halaman.,Cuti Dokter
Keterangan Cuti Dokter,Apa saja keterangan alasan cuti dokter yang bisa dicatat?,"Contoh: Acara keluarga, Cuti Lebaran, Pelatihan di Jakarta, Pelatihan Laktasi, Kamis Putih (Paskah).",Cuti Dokter
Error Cuti Dokter,"Data cuti dokter tidak muncul, apa yang harus dilakukan?","Klik Refresh, pastikan filter tanggal benar. Jika masih bermasalah, hubungi admin.",Cuti Dokter
Tambah Hari Libur Nasional,Bagaimana menambahkan hari libur nasional baru?,"Klik tombol Tambah, isi tanggal, nama hari libur, keterangan tambahan jika ada, lalu klik Simpan.",Hari Libur Nasional
Edit Hari Libur Nasional,Bagaimana mengubah data hari libur nasional yang sudah ada?,"Pilih data hari libur dari tabel, klik Edit, ubah tanggal atau nama hari libur, klik Simpan.",Hari Libur Nasional
Hapus Hari Libur Nasional,Bagaimana menghapus data hari libur nasional?,"Pilih data hari libur dari tabel, klik Hapus, konfirmasi, data akan dihapus.",Hari Libur Nasional
Filter Hari Libur Nasional,Bagaimana memfilter hari libur berdasarkan tanggal?,"Gunakan fitur Filter Tanggal, pilih tanggal mulai dan selesai, sistem menampilkan hari libur sesuai rentang tanggal.",Hari Libur Nasional
Refresh Hari Libur Nasional,Bagaimana memperbarui daftar hari libur nasional?,Klik tombol Refresh untuk memuat ulang data terbaru.,Hari Libur Nasional
Info Hari Libur Nasional,Apa fungsi modul hari libur nasional?,"Modul ini digunakan untuk mencatat dan mengelola daftar hari libur nasional agar jadwal dokter, jadwal pelayanan, dan sistem pendaftaran dapat menyesuaikan ketersediaan.",Hari Libur Nasional
Pagination Hari Libur Nasional,Bagaimana melihat halaman lain data hari libur nasional?,Gunakan tombol Pagination di bagian bawah tabel untuk berpindah halaman.,Hari Libur Nasional
Error Hari Libur Nasional,"Data hari libur nasional tidak muncul, apa yang harus dilakukan?","Klik Refresh, pastikan filter tanggal benar. Jika masih bermasalah, hubungi admin.",Hari Libur Nasional
Integrasi dengan Jadwal Dokter,Apakah hari libur nasional mempengaruhi jadwal dokter?,"Ya, sistem akan menandai hari libur nasional dan menyesuaikan jadwal dokter secara otomatis agar tidak ada dokter yang dijadwalkan di hari libur.",Hari Libur Nasional
Keterangan Hari Libur,Apa saja informasi yang dicatat untuk hari libur nasional?,"Sistem mencatat tanggal, nama hari libur, dan keterangan tambahan jika diperlukan.",Hari Libur Nasional
Tambah Jadwal Dokter,Bagaimana menambahkan jadwal dokter baru?,"Klik tombol Tambah, isi tanggal, dokter, pelayanan, jam praktik, kuota pasien, lalu klik Simpan.",Jadwal Dokter
Edit Jadwal Dokter,Bagaimana mengubah jadwal dokter yang sudah ada?,"Pilih jadwal dokter dari tabel, klik Edit, ubah kolom yang diperlukan, kemudian klik Simpan.",Jadwal Dokter
Hapus Jadwal Dokter,Bagaimana menghapus jadwal dokter?,"Pilih jadwal dokter dari tabel, klik Hapus, konfirmasi, jadwal akan dihapus.",Jadwal Dokter
Filter Jadwal Dokter,Bagaimana memfilter jadwal dokter berdasarkan tanggal?,"Gunakan Filter Tanggal dengan rentang tanggal yang diinginkan, sistem menampilkan jadwal sesuai filter.",Jadwal Dokter
Refresh Jadwal Dokter,Bagaimana memperbarui daftar jadwal dokter?,Klik tombol Refresh untuk memuat ulang data terbaru dari sistem.,Jadwal Dokter
Generate Jadwal Otomatis,Bagaimana cara membuat jadwal dokter secara otomatis?,"Gunakan fitur Form Generate, pilih parameter tanggal dan dokter, klik Generate, jadwal akan dibuat otomatis.",Jadwal Dokter
Cetak Jadwal Dokter,Bagaimana mencetak jadwal dokter?,"Klik tombol Cetak, pilih format cetak, lalu konfirmasi untuk mencetak.",Jadwal Dokter
Export Excel Jadwal Dokter,Bagaimana mengekspor jadwal dokter ke Excel?,"Klik tombol Export Excel, sistem akan menghasilkan file Excel berisi data jadwal.",Jadwal Dokter
Keterangan Kuota,Apa arti kuota pasien online dan onsite?,Kuota pasien dibagi menjadi Online (BPJS / Non-BPJS) dan Onsite (BPJS / Non-BPJS). Total kuota adalah jumlah keseluruhan pasien.,Jadwal Dokter
Estimasi Waktu Pelayanan,Apa fungsi kolom estimasi menit?,Menunjukkan estimasi rata-rata waktu pelayanan per pasien agar alur pelayanan lebih teratur.,Jadwal Dokter
Keterangan Warna Jadwal,Apa arti warna di tabel jadwal dokter?,"Warna abu-abu = Non-Aktif. Warna lain dapat disesuaikan sistem untuk status aktif, cuti, atau libur nasional.",Jadwal Dokter
Pagination Jadwal Dokter,Bagaimana melihat halaman lain data jadwal dokter?,Gunakan tombol Pagination di bagian bawah tabel untuk berpindah halaman.,Jadwal Dokter
Error Jadwal Dokter,"Jadwal dokter tidak muncul, apa yang harus dilakukan?","Klik Refresh, pastikan filter tanggal dan dokter benar. Jika masih bermasalah, hubungi admin.",Jadwal Dokter
Integrasi Cuti dan Hari Libur,Apakah jadwal dokter memperhitungkan cuti dan hari libur nasional?,"Ya, sistem otomatis menyesuaikan jadwal dokter agar tidak terjadwal pada cuti atau hari libur nasional.",Jadwal Dokter
Tambah Hari Libur Nasional,Bagaimana menambahkan hari libur nasional baru?,"Klik tombol Tambah, isi nama hari libur, tanggal, keterangan (jika ada), status aktif, dan opsi libur/off pelayanan, lalu klik Simpan.",Hari Libur Nasional
Edit Hari Libur Nasional,Bagaimana mengubah data hari libur nasional?,"Pilih data hari libur dari tabel, klik Edit, ubah kolom yang diperlukan, lalu klik Simpan.",Hari Libur Nasional
Hapus Hari Libur Nasional,Bagaimana menghapus data hari libur nasional?,"Pilih data hari libur dari tabel, klik Hapus, konfirmasi, data akan terhapus.",Hari Libur Nasional
Search Hari Libur Nasional,Bagaimana mencari hari libur tertentu?,"Gunakan Search bar dengan nama atau tanggal hari libur, sistem akan menampilkan hasil sesuai pencarian.",Hari Libur Nasional
Refresh Hari Libur Nasional,Bagaimana memperbarui daftar hari libur nasional?,Klik tombol Refresh untuk memuat ulang data terbaru dari sistem.,Hari Libur Nasional
Cetak Hari Libur Nasional,Bagaimana mencetak daftar hari libur nasional?,"Klik tombol Cetak, pilih format cetak, lalu konfirmasi untuk mencetak.",Hari Libur Nasional
Export Excel Hari Libur Nasional,Bagaimana mengekspor daftar hari libur nasional ke Excel?,"Klik tombol Export Excel, sistem akan menghasilkan file Excel berisi daftar hari libur.",Hari Libur Nasional
Status Aktif Hari Libur Nasional,Apa arti kolom aktif?,Menunjukkan apakah hari libur masih berlaku (Ya) atau sudah tidak berlaku (Tidak).,Hari Libur Nasional
Libur/Off Pelayanan,Apa arti kolom Libur/Off Pelayanan?,Menandai apakah hari libur memengaruhi layanan rumah sakit/non-BPJS (Ya) atau hanya sebagai penanda (Tidak).,Hari Libur Nasional
Pagination Hari Libur Nasional,Bagaimana melihat halaman lain data hari libur nasional?,Gunakan tombol Pagination di bagian bawah tabel untuk berpindah halaman.,Hari Libur Nasional
Error Hari Libur Nasional,"Data hari libur tidak muncul, apa yang harus dilakukan?","Klik Refresh, pastikan filter/search bar benar. Jika masih bermasalah, hubungi admin.",Hari Libur Nasional
Integrasi Jadwal Dokter & Cuti,Apakah hari libur nasional memengaruhi jadwal dokter dan cuti?,"Ya, sistem otomatis menyesuaikan jadwal dokter dan cuti agar tidak terjadwal pada hari libur nasional.",Hari Libur Nasional
Refresh Data Pendaftaran,Bagaimana memperbarui tampilan data pendaftaran pasien?,Klik tombol Refresh di toolbar atas untuk memuat ulang data pendaftaran terbaru.,Update Data Pendaftaran
Hapus Biaya Admin,Bagaimana menghapus biaya administrasi pasien?,"Pilih data pasien yang ingin dihapus biaya administrasinya, lalu klik Hapus Biaya Admin.",Update Data Pendaftaran
Ubah Tanggal Pendaftaran,Bagaimana mengganti tanggal pendaftaran pasien?,"Pilih pasien yang ingin diubah tanggalnya, klik Ubah Tanggal Pendaftaran, pilih tanggal baru, lalu simpan.",Update Data Pendaftaran
Batal Kunjungan,Bagaimana membatalkan kunjungan pasien?,"Pilih pasien yang ingin dibatalkan, klik Batal Kunjungan, konfirmasi, status pasien berubah menjadi Batal.",Update Data Pendaftaran
Cari Pendaftaran,Bagaimana mencari pendaftaran pasien tertentu?,"Gunakan Search Bar dengan Nomor Pendaftaran, Nomor RM, atau Nama Pasien. Hasil akan muncul di tabel.",Update Data Pendaftaran
Status Pendaftaran,Apa arti kolom Status pada tabel pendaftaran?,"Menunjukkan status kunjungan pasien: Daftar, Dilayani, atau Batal.",Update Data Pendaftaran
Biaya Admin,Bagaimana melihat apakah biaya administrasi sudah dibayar?,"Kolom Biaya Admin menampilkan nominal, warna merah menandakan sudah dibayar.",Update Data Pendaftaran
Aktif dan Verifikasi,Apa arti kolom Aktif dan Verif?,"Aktif menandakan data pendaftaran masih berlaku (y = ya, t = tidak). Verif menandakan data sudah diverifikasi (y = sudah, t = belum).",Update Data Pendaftaran
Pagination Data,Bagaimana melihat data pendaftaran di halaman lain?,Gunakan navigasi Pagination di bagian bawah tabel untuk berpindah halaman.,Update Data Pendaftaran
Fungsi Keseluruhan,Apa fungsi utama fitur Update Data Pendaftaran?,"Melihat data terbaru, mengelola status kunjungan, menghapus/ubah biaya administrasi, memverifikasi data, dan mengubah tanggal kunjungan.",Update Data Pendaftaran
Filter Poli,Bagaimana menampilkan laporan untuk poli tertentu?,Pilih poli tujuan pasien di bagian Filter Laporan > Poli.,Booking Online
Filter Dokter,Bagaimana menampilkan laporan untuk dokter tertentu?,"Pilih dokter di bagian Filter Laporan > Dokter, atau pilih Semua untuk menampilkan semua dokter.",Booking Online
